id,price
0,161.7903219317206
1,13257.22660951137
2,13257.22660951137
3,12429.696074949816
4,11901.7092724163
5,12491.90295641767
6,12048.614983139338
7,13181.245462311259
8,11901.7092724163
9,12429.696074949816
10,13181.245462311259
11,13257.22660951137
12,11901.7092724163
13,11901.7092724163
14,12555.52549167234
15,11901.7092724163
16,11901.7092724163
17,11901.7092724163
18,11901.7092724163
19,14937.259006657308
20,13181.245462311259
21,13181.245462311259
22,11901.7092724163
23,11901.7092724163
24,12429.696074949816
25,13078.09480293048
26,11258.636972614626
27,12048.614983139338
28,12429.696074949816
29,10765.638971254126
30,11901.7092724163
31,11901.7092724163
32,11901.7092724163
33,11901.7092724163
34,13523.84907857456
35,11901.7092724163
36,12302.189452018943
37,11901.7092724163
38,12429.696074949816
39,12429.696074949816
40,12048.614983139338
41,11901.7092724163
42,11901.7092724163
43,12048.614983139338
44,11901.7092724163
45,12048.614983139338
46,11901.7092724163
47,11901.7092724163
48,12048.614983139338
49,11901.7092724163
50,11901.7092724163
51,11901.7092724163
52,12048.614983139338
53,11901.7092724163
54,11901.7092724163
55,11901.7092724163
56,12048.614983139338
57,12429.696074949816
58,11901.7092724163
59,11901.7092724163
60,11901.7092724163
61,11901.7092724163
62,12429.696074949816
63,11901.7092724163
64,11901.7092724163
65,11901.7092724163
66,12491.90295641767
67,12491.90295641767
68,13257.22660951137
69,12048.614983139338
70,11901.7092724163
71,11901.7092724163
72,13257.22660951137
73,11901.7092724163
74,11901.7092724163
75,11901.7092724163
76,11901.7092724163
77,11901.7092724163
78,11901.7092724163
79,11901.7092724163
80,11901.7092724163
81,11901.7092724163
82,13257.22660951137
83,11901.7092724163
84,12429.696074949816
85,11901.7092724163
86,11901.7092724163
87,11901.7092724163
88,11901.7092724163
89,11901.7092724163
90,12555.52549167234
91,14937.259006657308
92,11901.7092724163
93,14509.808378726459
94,11901.7092724163
95,11901.7092724163
96,11901.7092724163
97,12048.614983139338
98,12429.696074949816
99,12555.52549167234
100,11901.7092724163
101,11901.7092724163
102,13257.22660951137
103,12048.614983139338
104,12555.52549167234
105,11901.7092724163
106,12429.696074949816
107,13257.22660951137
108,13257.22660951137
109,11901.7092724163
110,11901.7092724163
111,13181.245462311259
112,12555.52549167234
113,11901.7092724163
114,11901.7092724163
115,13523.84907857456
116,12479.324122822285
117,13257.22660951137
118,12479.324122822285
119,13257.22660951137
120,12048.614983139338
121,12429.696074949816
122,11901.7092724163
123,12429.696074949816
124,13257.22660951137
125,13257.22660951137
126,11901.7092724163
127,11901.7092724163
128,11901.7092724163
129,11901.7092724163
130,13181.245462311259
131,11901.7092724163
132,13257.22660951137
133,11901.7092724163
134,12048.614983139338
135,11901.7092724163
136,11901.7092724163
137,13257.22660951137
138,13884.08840808754
139,11901.7092724163
140,11901.7092724163
141,11901.7092724163
142,11901.7092724163
143,12491.90295641767
144,13181.245462311259
145,11901.7092724163
146,12429.696074949816
147,12491.90295641767
148,11901.7092724163
149,11901.7092724163
150,11901.7092724163
151,11901.7092724163
152,12048.614983139338
153,11901.7092724163
154,11901.7092724163
155,11901.7092724163
156,11901.7092724163
157,11011.397791896992
